Cruise,Haul_n,Date,SampleID,SpeciesCode,Length,Weight,Sex,Maturity ,Parasites,FaecalMatter,Live,Photo,Seconds,Temperature,Color,Consistency ,Shape,Membrane,ROC,dDNA,Lipid,POCDOC,Stomach,Otolith/Tissue,Rubbing,Gutted_weight#,Gall_Bladder,Comments
SCOOP25,10,12/12/2025,HOM37,HOM,19,0.056,F,2,,Yes,,Yes,,,Yellow white,Liquid,Amorphous,,Yes,No,No,No,No,No,No,,,
SCOOP25,10,12/12/2025,,HOM,11,0.01,M,1,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,HOM38,HOM,12,0.014,M,1,,Yes,,Yes,,,Yellow white,Liquid,Amorphous,,Yes,No,No,No,No,No,No,,,
SCOOP25,10,12/12/2025,HOM39,HOM,19,0.046,F,1,,Yes,,Yes,,,Yellow,Liquid,Amorphous,,Yes,No,No,No,No,No,No,,,
SCOOP25,10,12/12/2025,,HOM,15,0.028,U,1,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,HOM40,HOM,15,0.032,M,1,,Yes,,Yes,,,,Liquid,,,Yes,,,,,,,,,
SCOOP25,10,12/12/2025,,HOM,12,0.014,M,2,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,,HOM,12,0.014,U,1,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,HOM41,HOM,12,0.014,U,1,,Yes,,Yes,,,Light Yellow,Liquid,Amorphous,,Yes,No,No,No,No,No,No,,,
SCOOP25,10,12/12/2025,,HOM,13,0.018,U,1,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,,HOM,13,0.014,U,1,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,HOM42,HOM,11,0.012,U,1,,Yes,,Yes,,,Yellow,Liquid,Amorphous,,Yes,No,No,No,No,No,No,,,
SCOOP25,10,12/12/2025,,HOM,11,0.012,U,1,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,,HOM,11,0.012,U,1,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,HOM43,HOM,11,0.01,U,1,,Yes,,Yes,,,Yellow,Liquid,Amorphous,,Yes,No,No,No,No,No,No,,,
SCOOP25,10,12/12/2025,HOM44,HOM,13,0.02,M,1,,Yes,,Yes,,,Pink,Liquid,Amorphous,,Yes,No,No,No,No,No,No,,,
SCOOP25,10,12/12/2025,HOM45,HOM,13,0.016,F,2,,Yes,,Yes,,,White,Liquid,Amorphous,,Yes,No,No,No,No,No,No,,,Very Little
SCOOP25,10,12/12/2025,HOM46,HOM,13,0.016,U,1,,Yes,,Yes,,,White,Liquid,Amorphous,,Yes,No,No,No,No,No,No,,,
SCOOP25,10,12/12/2025,HOM47,HOM,10,0.008,U,1,,Yes,,Yes,,,Pink,Liquid,Amorphous,,Yes,No,No,No,No,No,No,,,
SCOOP25,10,12/12/2025,,HOM,10,0.01,U,1,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,HOM48,HOM,10,0.008,U,1,,Yes,,Yes,,,Brown,Liquid,Tubular,,Yes,No,No,No,No,No,No,,,
SCOOP25,10,12/12/2025,,HOM,18,0.048,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,18,0.044,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,16,0.036,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,18,0.044,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,18,0.044,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,16,0.038,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,18,0.046,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,18,0.044,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,18,0.044,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,18,0.046,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,18,0.052,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,18,0.044,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,16,0.03,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,16,0.032,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,18,0.042,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,16,0.038,,,,No,,,,,,,,,,,,,,,,,,Brownish transparent liquid in all
SCOOP25,10,12/12/2025,,HOM,18,0.042,,,,No,,,,,,,,,,,,,,,,,,Greenish liquid
SCOOP25,10,12/12/2025,,HOM,16,0.036,,,,No,,,,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,,HOM,16,0.032,,,,No,,,,,,,,,,,,,,,,,,Brown liquid
SCOOP25,10,12/12/2025,,HOM,18,0.046,,,,No,,,,,,,,,,,,,,,,,,White water gooey liquid
SCOOP25,10,12/12/2025,,HOM,18,0.046,,,,No,,,,,,,,,,,,,,,,,,Green brown liquid
SCOOP25,10,12/12/2025,,HOM,18,0.044,,,,No,,,,,,,,,,,,,,,,,,Brown liquid with black fleces
SCOOP25,10,12/12/2025,,HOM,19,0.046,,,,No,,,,,,,,,,,,,,,,,,Green brown liquid
SCOOP25,10,12/12/2025,,HOM,16,0.032,,,,No,,,,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,HOMS7,HOM,19,0.05,,,,Yes,,Yes,17.88,11.7,Green,Blob,Amorphous,,,,,,,,,,,
SCOOP25,10,12/12/2025,HOMS8,HOM,18,0.04,,,,Yes,,Yes,20.93,11.9,Yellow,Gel,,,,,,,,,,,,half floated half broke off
SCOOP25,10,12/12/2025,HOMS9,HOM,16,0.032,,,,Yes,,Yes,,11.9,,,,,,,,,,,,,,poo floated
SCOOP25,10,12/12/2025,,HOM,16,0.04,,,,No,,,,,,,,,,,,,,,,,,Homs10?
SCOOP25,10,12/12/2025,,HOM,16,0.038,,,,No,,,,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,,HOM,16,0.038,,,,No,,,,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,LHOM101,HOM,18,0.044,,,,Yes,Yes,Yes,15.62,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,,HOM,17,0.04,,,,No,Yes,,,,,,,,,,,,,,,,,
SCOOP25,10,12/12/2025,,HOM,21,0.082,,,,No,Yes,,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HKE42,HKE,15,0.015,U,1,No,Yes,,Yes,,,Brown,Smooth,Tubular,No,Yes,No,No,No,No,Yes,No,,,it was labelled HKE41 in the photo and JR's samole
SCOOP25,11,12/12/2025,HAD28,HAD,31,0.282,M,2,No,Yes,,Yes,,,Brown,Fibrous,Amorphous,No,Yes,No,No,No,Yes,Yes,No,0.254,2,"lump of crap claw, in liquid. Amorphous apart from the claw"
SCOOP25,11,12/12/2025,HAD29,HAD,30,0.274,M,2,No,Yes,,Yes,,,Brown orange,Fibrous sandy,Amorphous,No,Yes,No,No,No,No,No,No,,,Coarse bits
SCOOP25,11,12/12/2025,,HKE,32,0.21,F,2,No,No,,,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HKE,21,0.056,F,1,,No,,,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HKE,14,0.02,U,1,,No,,,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HKE,11,0.008,U,1,,No,,,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HAD30,HAD,32,0.318,M,3,No,Yes,,Yes,1.75,11.1,Brown chocolate,granular fibrous in liquid,tubular,No,Yes,No,No,No,Yes,Yes,No,0.282,2,
SCOOP25,11,12/12/2025,HAD31,HAD,29,0.23,F,3,No,Yes,,Yes,2.88,11.4,Brown,fibrous sandy,Tubular and Amorophous,Mucus,Yes,No,No,No,Yes,Yes,No,0.202,1,
SCOOP25,11,12/12/2025,HAD32,HAD,27,0.206,F,3,No,Yes,,Yes,1.62,11.4,Brown,Fibrous sandy,Tubular and Amorophous,Mucus,Yes,No,No,No,Yes,Yes,No,0.182,3,
SCOOP25,11,12/12/2025,LHER1,HER,20,0.062,,,No,No,,,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,21,0.086,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM54,HOM,22,0.076,U,,,Yes,,Yes,,,Yellow,Jelly liuid,Amorphous,Mucus,Yes,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,HOM55,HOM,22,0.08,F,,,Yes,,Yes,,,Yellow,Jelly with fibres,Amorphous,Mucus,Yes,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,,HOM,19,0.054,F,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,23,0.098,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM56,HOM,25,0.128,,,,Yes,,Yes,,,Yellow orange,Jelly,Amorphous,Mucus,Yes,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,,HOM,29,0.206,F,1,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM57,HOM,24,0.114,,,,Yes,,Yes,,,Yellow,Jelly,Amorphous,Mucus,Yes,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,HOM58,HOM,25,0.126,,,,Yes,,Yes,,,Orange,fibrous bits,Amorphous,Mucus,Yes,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,,HOM,23,0.104,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM59,HOM,26,0.142,F,1,,Yes,,Yes,,,Yellow,Jelly,Amorphous,Mucus,Yes,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,,HOM,23,0.1,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM60,HOM,23,0.102,,,,Yes,,Yes,,,Yellow,Jelly,Amorphous,Mucus,Yes,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,HOM61,HOM,21,0.076,,,,Yes,,Yes,,,Yellow,Jelly,Amorphous,Mucus,Yes,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,,HOM,21,0.078,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,22,,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,22,,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,22,,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM62,HOM,20,0.068,F,,,Yes,,Yes,,,Yellow,Jelly,Amorphous,Mucus,Yes,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,HOM63,HOM,21,0.076,F,,,Yes,,Yes,,,Yellow,Jelly,Amorphous,Mucus,Yes,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,HOM64,HOM,23,0.102,,,,Yes,,Yes,,,Yellow,Jelly,Amorphous,Mucus,Yes,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,,HOM,20,0.078,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HAD33,HAD,20,0.07,U,1,No,Yes,,Yes,,,Brown,Sandy,Amorphous,Mucus,Yes,No,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,HAD34,HAD,19,0.062,U,1,No,Yes,,Yes,,,Red-brown,Granular,Tubular,,Yes,No,No,No,Yes,Yes,No,0.058,2,
SCOOP25,11,12/12/2025,HAD35,HAD,19,0.072,F,1,No,Yes,,Yes,3.1,12.1,Brown,Sandy,Tubular,Mucus,Yes,No,No,No,Yes,Yes,No,0.066,2,
SCOOP25,11,12/12/2025,HAD36,HAD,18,0.054,M,1,No,Yes,,Yes,,,Brown,Fibrous,Amorphous,Mucus,Yes,No,No,No,No,Yes,No,,,Shiny
SCOOP25,11,12/12/2025,,HAD,17,0.056,M,2,,No,,,,,,,,,,,,,,,,,,"Empty at bottom, not much"
SCOOP25,11,12/12/2025,HAD37,HAD,19,0.062,F,1,No,Yes,,Yes,,,Brown,"Liquid, bit fibrous",,Mucous,Yes,No,No,No,No,Yes,No,,,A bit shiny
SCOOP25,11,12/12/2025,HAD38,HAD,17,0.042,F,1,No,Yes,,Yes,2.22,12.1,Light brown,Sandy,Amorphous,Mucous,Yes,No,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,HAD39,HAD,16,0.042,F,1,No,Yes,,Yes,,,Orange-brown,Sandy fibrous,Tubular,Mucous,Yes,No,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,HAD40,HAD,16,0.04,F,1,No,Yes,,Yes,,,Orange-brown,Sandy fibrous,Tubular,Mucous,Yes,No,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,WHB8,WHB,29,0.17,F,2,Yes,Yes,,Yes,,,Green-brown,Pasty,Amorphous,Mucous,Yes,No,No,No,Yes,Yes,No,0.15,1,
SCOOP25,11,12/12/2025,WHB9,WHB,30,0.182,F,2,Yes,Yes,,Yes,,,Green shiny,"Liquid, fibres in it",Amorphous,Mucous,Yes,No,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,WHB10,WHB,32,0.228,F,2,Yes,Yes,,Yes,,,Green-silver,"Liquid, pasty lump",Amorphous,Mucous,Yes,No,No,No,Yes,Yes,No,0.19,1,
SCOOP25,11,12/12/2025,,WHB,28,0.158,M,2,,No,,,,,,,,,,,,,,,,,,Empty lower part gut
SCOOP25,11,12/12/2025,WHB11,WHB,28,0.16,M,2,No,Yes,,Yes,,,Green-white,"Fibres in liquid, few lumps",Amorphous,Mucous,Yes,No,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,WHB12,WHB,27,0.13,,,Yes,Yes,,Yes,2.88,12.1,Green-brown,"Pasty, shiny",Separate lumps,Mucous,Yes,No,No,No,No,Yes,No,,,One pellet used for sink
SCOOP25,11,12/12/2025,WHB13,WHB,28,0.134,F,2,Yes,Yes,,Yes,,,Green-shiny,Pasty,Tubular,Mucous,Yes,No,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,WHB14,WHB,28,0.158,M,2,Yes,Yes,,Yes,3.29,12.3,Brown,Smooth,"Tubular, soft",Mucous,Yes,No,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,WHB15,WHB,27,0.13,F,2,Yes,Yes,,Yes,,,Brown,"Pasty, smooth",Tubular,,Yes,No,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,WHB16,WHB,29,0.16,F,2,Yes,Yes,,Yes,,,Grey-green,Pasty,Tubular,,Yes,No,No,No,No,Yes,No,,,Upper part amorphous and mucous
SCOOP25,11,12/12/2025,WHB17,WHB,26,0.12,M,1,Yes,Yes,,Yes,5.84,12.2,Silver,Pasty,Amorphous,Mucous,Yes,No,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,WHG70,WHG,27,0.16,M,3,No,Yes,,Yes,,,Brown-pink,Pasty,,,No,No,Yes,No,No,No,No,,,
SCOOP25,11,12/12/2025,NOP8,NOP,18,0.04,,,Yes,Yes,,Yes,,,Red-brown,Pasty,Amorphous,,Yes,No,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,POD52,POD,15,0.034,M,1,No,Yes,,Yes,2.94,12.4,Brown,Pasty,Amorphous,,No,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,POD53,POD,12,0.018,F,1,No,Yes,,Yes,3.13,12.4,Orange,Pasty,Amorphous,,No,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,HOM50,HOM,40,0.588,M,4,Yes,Yes,,Yes,,,Yellow-orange,Jelly liquid,Amorphous,Mucous,Yes,No,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,HOM51,HOM,38,0.466,F,4,Yes,Yes,,Yes,,,Yellow,Jelly,Amorphous,Mucous,Yes,No,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,,HOM,21,0.066,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM52,HOM,20,0.062,U,,Yes,Yes,,Yes,,,Yellow-orange,Jelly,Amorphous,Mucous,Yes,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,,HOM,20,0.066,M,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,19,0.066,M,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM53,HOM,20,0.068,F,,,Yes,,Yes,,,Pale brown-yellow,Jelly-smooth,Amorphous,,Yes,No,No,No,No,No,No,,,
SCOOP25,11,12/12/2025,BSS1,BSS,49,1.396,M,3,Yes,Yes,,Yes,,,White,Smooth bits,,Mucous,Yes,No,No,No,No,Yes,No,,,"Was brown poo on belly before, not collected"
SCOOP25,11,12/12/2025,HOM80,HOM,18,0.045,,,,Yes,,Yes,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM81,HOM,18,0.048,,,,Yes,,Yes,8.6,,Yellow,Liquid,Amorphous,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM82,HOM,17,0.038,,,,Yes,,Yes,9.41,,Yellow,Liquid,Amorphous,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM83,HOM,23,0.094,,,,Yes,,Yes,10.15,,Yellow,Liquid,Amorphous,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM84,HOM,20,0.066,,,,Yes,,Yes,16.44,,Yellow,Liquid,Amorphous,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM85,HOM,22,0.084,,,,Yes,,Yes,6.78,,Yellow,Liquid,Amorphous,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM86,HOM,17,0.044,,,,Yes,,Yes,7.43,,Yellow,Liquid,Amorphous,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM87,HOM,18,0.044,,,,Yes,,Yes,14.06,,Yellow,Liquid,Amorphous,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,23,0.096,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,17,0.04,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,17,0.038,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOMS13,HOM,19,0.068,,,,Yes,,Yes,9.35,11.9,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,17,0.046,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,12,0.016,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,17,0.042,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOMS14,HOM,21,0.084,,,,Yes,,Yes,6.6,11.8,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,18,0.044,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,18,0.058,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,17,0.04,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,12,0.016,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,20,0.066,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM68,HOM,16,0.034,,,,Yes,,Yes,16.66,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM69,HOM,23,0.1,,,,Yes,,Yes,3.97,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM70,HOM,19,0.054,,,,Yes,,Yes,11.31,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM71,HOM,18,0.046,,,,Yes,,Yes,10.59,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM72,HOM,19,0.052,,,,Yes,,Yes,20.4,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM73,HOM,17,0.042,,,,Yes,,Yes,19.19,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM74,HOM,17,0.034,,,,Yes,,Yes,22.69,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM75,HOM,18,0.046,,,,Yes,,Yes,5.87,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,,HOM,18,0.044,,,,No,,No,,,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM76,HOM,16,0.032,,,,Yes,,Yes,12.81,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,hom77,HOM,17,0.04,,,,Yes,,Yes,12.09,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,hom78,HOM,16,0.036,,,,Yes,,Yes,17.4,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,hom79,HOM,18,0.05,,,,Yes,,Yes,13.44,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM100,HOM,16,0.038,,,,Yes,,Yes,7.47,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM101,HOM,17,0.04,,,,Yes,,Yes,8.46,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,HOM102,HOM,17,0.038,,,,Yes,,Yes,9.75,12.2,,,,,,,,,,,,,,
SCOOP25,11,12/12/2025,POD49,POD,15,0.038,M,2,No,Yes,,Yes,,,Brown red,Pasty,Amorphous,No,Yes,Yes,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,POD50,POD,15,0.034,M,1,No,Yes,,Yes,,,Pink brown,Pasty,Amorphous,No,No,Yes,No,No,No,Yes,No,,,
SCOOP25,11,12/12/2025,POD51,POD,12,0.02,F,1,No,Yes,,Yes,,,Black,Pasty,Tubular,Yes,No,Yes,No,No,No,Yes,No,,,"photo label says POD60 should be POD51, tubes and JR"
SCOOP25,12,13/12/2025,WHG71,WHG,27,0.152,M,5,No,Yes,,Yes,,,brown white,Fibrous,tubular,No,Yes,Yes,No,No,No,No,No,,,
SCOOP25,12,13/12/2025,WHG72,WHG,39,0.452,F,3,Yes,Yes,,Yes,,,Pink brown,granular with organics,tubular,No,Yes,Yes,No,No,No,No,No,,,
SCOOP25,12,13/12/2025,POD54,POD,19,0.072,F,2,Yes,Yes,,Yes,,,White brown ,granular,tubular,mucous,Yes,Yes,No,No,No,Yes,No,,,
SCOOP25,12,13/12/2025,POD55,POD,21,0.094,F,2,No,Yes,,Yes,,,Grey red,granular,tubular,no,Yes,Yes,No,No,No,Yes,No,,,
SCOOP25,12,13/12/2025,POD56,POD,15,0.032,M,2,Yes,Yes,,Yes,,,Brown red,fibrous,tubular,yes,No,Yes,No,No,No,Yes,No,,,
SCOOP25,12,13/12/2025,HAD46,HAD,30,0.214,M,3,Yes,Yes,,Yes,3.37,12.8,,,,,Yes,No,No,No,No,Yes,No,,,
SCOOP25,12,13/12/2025,HAD44,HAD,34,0.358,F,3,No,Yes,,Yes,3.53,12.9,Brown,granular,Amorphous,no,Yes,No,No,No,No,Yes,No,,,
SCOOP25,12,13/12/2025,HAD45,HAD,33,0.362,M,3,Yes,Yes,,Yes,,,Yellow green,liquid fibrous,Amorphous,No,Yes,No,No,No,Yes,Yes,No,0.328,2,very little
SCOOP25,12,13/12/2025,HKE43,HKE,23,0.08,F,1,No,Yes,,Yes,6.97,12.9,Green,pasty,Amorphous,No,Yes,No,No,No,No,Yes,No,,,broke into pieces
SCOOP25,13,13/12/2025,WHB21,WHB,16,0.026,M,1,Yes,Yes,,Yes,5.06,11.9,Brown,pasty,tubular,Mucus,Yes,No,No,No,Yes,Yes,No,0.021,1,
SCOOP25,13,13/12/2025,HKE44,HKE,27,0.13,F,1,Yes,Yes,,Yes,,,White grey silver,smooth liquid,Amorphous,Mucus,Yes,No,No,No,No,Yes,No,,,
SCOOP25,12,13/12/2025,WHB18,WHB,28,0.164,M,2,Yes,Yes,,Yes,18.62,12.9,Brown-green,Pasty,Tubular,No,Yes,No,No,No,No,Yes,No,,,Sinking bit was mucous amorphous
SCOOP25,12,13/12/2025,WHB19,WHB,32,0.23,F,2,Yes,Yes,,Yes,4.1,12.9,Light brown,Pasty,Tubular,No,Yes,No,No,No,No,Yes,No,,,
SCOOP25,12,13/12/2025,WHB20,WHB,28,0.144,M,2,Yes,Yes,,Yes,,,Brown,Pasty,Amorphous,No,Yes,No,No,No,No,Yes,No,,,Rectum was empty
SCOOP25,12,13/12/2025,HAD41,HAD,38,0.558,M,3,No,Yes,,Yes,3.86,12.9,Brown,Sandy,Amorphous-tubular,No,Yes,No,No,No,No,Yes,No,,,
SCOOP25,12,13/12/2025,HAD42,HAD,31,0.278,M,3,No,Yes,,Yes,2.25,12.9,Brown-orange,Sandy pasty,Tubular,No,Yes,No,No,No,No,Yes,No,,,
SCOOP25,12,13/12/2025,HAD43,HAD,38,0.528,M,3,Yes,Yes,,Yes,4.43,12.9,Brown,Granular,Amorphous,No,Yes,No,No,No,Yes,Yes,No,0.466,3,
SCOOP25,12,13/12/2025,HOM65,HOM,26,0.138,M,4,Yes,Yes,,Yes,,,Yellow,Liquid,Amorphous,No,Yes,No,No,No,No,No,No,,,
SCOOP25,12,13/12/2025,HOM66,HOM,17,0.04,F,1,Yes,Yes,,Yes,,,Light brown,Liquid-slimy,Amorphous,No,Yes,No,No,No,No,No,No,,,
SCOOP25,12,13/12/2025,HOM67,HOM,17,0.038,M,1,Yes,Yes,,Yes,,,Black,Pasty,Tubular,No,Yes,No,No,No,No,No,No,,,
SCOOP25,12,13/12/2025,WHG73,WHG,29,0.19,F,3,Yes,Yes,,Yes,,,Grey,Pasty,Amorphous,No,No,No,Yes,No,No,No,No,,,
SCOOP25,12,13/12/2025,NOP9,NOP,17,0.038,M,1,Yes,Yes,,Yes,,,Red-brown,Pasty,Amorphous,No,Yes,No,No,No,No,Yes,No,,,
SCOOP25,12,13/12/2025,NOP10,NOP,19,0.058,F,1,Yes,Yes,,Yes,,,Light brown,Pasty,Amorphous,No,Yes,No,No,No,No,Yes,No,,,
SCOOP25,12,13/12/2025,LHOM121,HOM,18,0.05,M,2,,,Yes,,19.53,,,,,,,,,,,,,,,
SCOOP25,12,13/12/2025,LHOM122,HOM,21,0.072,M,2,,,Yes,,12.44,,,,,,,,,,,,,,,
SCOOP25,12,13/12/2025,,TBR,50,0.946,,,,,Yes,,,,,,,,,,,,,,,,,
SCOOP25,13,13/12/2025,HKE47,HKE,26,0.136,M,2,Yes,Yes,,Yes,9.15,12.2,Cream glitter shiny,Liquid,Amorphous,Mucous,Yes,No,No,No,Yes,Yes,No,0.104,2,
SCOOP25,13,13/12/2025,HKE48,HKE,25,0.096,M,2,Yes,Yes,,Yes,3.87,12.2,Yellow,Fibrous,Tubular and Amorophous,No,Yes,No,No,No,No,Yes,No,,,Cut stomach
